Symbol,Action,Qty,Price,Date,Trade_ID
IDEA,BUY,1,14.18,2026-06-09,207778087.0
IDEA,BUY,1,14.18,2026-06-09,207778088.0
IDEA,BUY,1,14.18,2026-06-09,207778089.0
IDEA,BUY,1,14.18,2026-06-09,207778090.0
IDEA,BUY,1,14.18,2026-06-09,207778091.0
IDEA,BUY,1,14.18,2026-06-09,207778092.0
IDEA,BUY,1,14.18,2026-06-09,207778093.0
IDEA,BUY,1,14.18,2026-06-09,207778094.0
IDEA,BUY,1,14.18,2026-06-09,207778095.0
IDEA,BUY,1,14.18,2026-06-09,207778096.0
IDEA,BUY,1,14.18,2026-06-09,207778097.0
IDEA,BUY,119,14.18,2026-06-09,207778098.0
IDEA,BUY,1,14.18,2026-06-09,207778099.0
IDEA,BUY,1,14.18,2026-06-09,207778100.0
IDEA,BUY,1,14.18,2026-06-09,207778101.0
IDEA,BUY,1,14.18,2026-06-09,207778102.0
IDEA,BUY,1,14.18,2026-06-09,207778103.0
IDEA,BUY,1,14.18,2026-06-09,207778104.0
IDEA,BUY,1,14.18,2026-06-09,207778105.0
IDEA,BUY,1,14.18,2026-06-09,207778106.0
IDEA,BUY,1,14.18,2026-06-09,207778107.0
IDEA,BUY,1,14.18,2026-06-09,207778108.0
IDEA,BUY,1,14.18,2026-06-09,207778109.0
IDEA,BUY,1,14.18,2026-06-09,207778110.0
IDEA,BUY,1,14.18,2026-06-09,207778111.0
IDEA,BUY,1,14.18,2026-06-09,207778112.0
IDEA,BUY,1,14.18,2026-06-09,207778113.0
IDEA,BUY,1,14.18,2026-06-09,207778114.0
IDEA,BUY,1,14.18,2026-06-09,207778115.0
IDEA,BUY,1,14.18,2026-06-09,207778116.0
IDEA,BUY,1,14.18,2026-06-09,207778117.0
IDEA,BUY,1,14.18,2026-06-09,207778118.0
IDEA,BUY,1,14.18,2026-06-09,207778119.0
IDEA,BUY,1,14.18,2026-06-09,207778120.0
IDEA,BUY,1,14.18,2026-06-09,207778121.0
IDEA,BUY,1,14.18,2026-06-09,207778122.0
IDEA,BUY,1,14.18,2026-06-09,207778123.0
IDEA,BUY,1,14.18,2026-06-09,207778124.0
IDEA,BUY,1,14.18,2026-06-09,207778125.0
IDEA,BUY,1,14.18,2026-06-09,207778126.0
IDEA,BUY,1,14.18,2026-06-09,207778127.0
IDEA,BUY,1,14.18,2026-06-09,207778128.0
IDEA,BUY,1,14.18,2026-06-09,207778129.0
IDEA,BUY,1,14.18,2026-06-09,207778130.0
IDEA,BUY,1,14.18,2026-06-09,207778131.0
IDEA,BUY,1,14.18,2026-06-09,207778132.0
IDEA,BUY,1,14.18,2026-06-09,207778133.0
IDEA,BUY,1,14.18,2026-06-09,207778134.0
IDEA,BUY,1,14.18,2026-06-09,207778135.0
IDEA,BUY,1,14.18,2026-06-09,207778136.0
IDEA,BUY,1,14.18,2026-06-09,207778137.0
IDEA,BUY,1,14.18,2026-06-09,207778138.0
IDEA,BUY,1,14.18,2026-06-09,207778139.0
IDEA,BUY,1,14.18,2026-06-09,207778140.0
IDEA,BUY,1,14.18,2026-06-09,207778141.0
IDEA,BUY,1,14.18,2026-06-09,207778142.0
IDEA,BUY,1,14.18,2026-06-09,207778143.0
IDEA,BUY,1,14.18,2026-06-09,207778144.0
IDEA,BUY,1,14.18,2026-06-09,207778145.0
IDEA,BUY,1,14.18,2026-06-09,207778146.0
IDEA,BUY,1,14.18,2026-06-09,207778147.0
IDEA,BUY,1,14.18,2026-06-09,207778148.0
IDEA,BUY,1,14.18,2026-06-09,207778149.0
IDEA,BUY,1,14.18,2026-06-09,207778150.0
IDEA,BUY,1,14.18,2026-06-09,207778151.0
IDEA,BUY,1,14.18,2026-06-09,207778152.0
IDEA,BUY,1,14.18,2026-06-09,207778153.0
IDEA,BUY,1,14.18,2026-06-09,207778154.0
IDEA,BUY,1,14.18,2026-06-09,207778155.0
IDEA,BUY,1,14.18,2026-06-09,207778156.0
IDEA,BUY,1,14.18,2026-06-09,207778157.0
IDEA,BUY,1,14.18,2026-06-09,207778158.0
IDEA,BUY,1,14.18,2026-06-09,207778159.0
IDEA,BUY,1,14.18,2026-06-09,207778160.0
IDEA,BUY,1,14.18,2026-06-09,207778161.0
IDEA,BUY,1,14.18,2026-06-09,207778162.0
IDEA,BUY,1,14.18,2026-06-09,207778163.0
IDEA,BUY,1,14.18,2026-06-09,207778164.0
IDEA,BUY,1,14.18,2026-06-09,207778165.0
IDEA,BUY,1,14.18,2026-06-09,207778166.0
IDEA,BUY,1,14.18,2026-06-09,207778167.0
IDEA,BUY,1,14.18,2026-06-09,207778168.0
IDEA,BUY,1,14.18,2026-06-09,207778169.0
IDEA,BUY,1,14.18,2026-06-09,207778170.0
IDEA,BUY,1,14.18,2026-06-09,207778171.0
IDEA,BUY,1,14.18,2026-06-09,207778172.0
IDEA,BUY,1,14.18,2026-06-09,207778173.0
IDEA,BUY,1,14.18,2026-06-09,207778174.0
IDEA,BUY,1,14.18,2026-06-09,207778175.0
IDEA,BUY,1,14.18,2026-06-09,207778176.0
IDEA,BUY,1,14.18,2026-06-09,207778177.0
IDEA,BUY,1,14.18,2026-06-09,207778178.0
IDEA,BUY,1,14.18,2026-06-09,207778179.0
IDEA,BUY,1,14.18,2026-06-09,207778180.0
IDEA,BUY,1,14.18,2026-06-09,207778181.0
IDEA,BUY,1,14.18,2026-06-09,207778182.0
IDEA,BUY,1,14.18,2026-06-09,207778183.0
IDEA,BUY,1,14.18,2026-06-09,207778184.0
IDEA,BUY,1,14.18,2026-06-09,207778185.0
IDEA,BUY,1,14.18,2026-06-09,207778186.0
IDEA,BUY,1,14.18,2026-06-09,207778187.0
IDEA,BUY,1,14.18,2026-06-09,207778188.0
IDEA,BUY,1,14.18,2026-06-09,207778189.0
IDEA,BUY,1,14.18,2026-06-09,207778190.0
IDEA,BUY,1,14.18,2026-06-09,207778191.0
IDEA,BUY,1,14.18,2026-06-09,207778192.0
IDEA,BUY,1,14.18,2026-06-09,207778193.0
IDEA,BUY,1,14.18,2026-06-09,207778194.0
IDEA,BUY,1,14.18,2026-06-09,207778195.0
IDEA,BUY,1,14.18,2026-06-09,207778196.0
IDEA,BUY,1,14.18,2026-06-09,207778197.0
IDEA,BUY,1,14.18,2026-06-09,207778198.0
IDEA,BUY,1,14.18,2026-06-09,207778199.0
IDEA,BUY,1,14.18,2026-06-09,207778200.0
IDEA,BUY,1,14.18,2026-06-09,207778201.0
IDEA,BUY,1,14.18,2026-06-09,207778202.0
IDEA,BUY,1,14.18,2026-06-09,207778203.0
IDEA,BUY,1,14.18,2026-06-09,207778204.0
IDEA,BUY,1,14.18,2026-06-09,207778205.0
IDEA,BUY,1,14.18,2026-06-09,207778206.0
IDEA,BUY,1,14.18,2026-06-09,207778207.0
IDEA,BUY,1,14.18,2026-06-09,207778208.0
IDEA,BUY,1,14.18,2026-06-09,207778209.0
IDEA,BUY,1,14.18,2026-06-09,207778210.0
IDEA,BUY,1,14.18,2026-06-09,207778211.0
IDEA,BUY,1,14.18,2026-06-09,207778212.0
IDEA,BUY,1,14.18,2026-06-09,207778213.0
IDEA,BUY,1,14.18,2026-06-09,207778214.0
IDEA,BUY,1,14.18,2026-06-09,207778215.0
IDEA,BUY,1,14.18,2026-06-09,207778216.0
IDEA,BUY,1,14.18,2026-06-09,207778217.0
IDEA,BUY,1,14.18,2026-06-09,207778218.0
IDEA,BUY,1,14.18,2026-06-09,207778219.0
IDEA,BUY,1,14.18,2026-06-09,207778220.0
IDEA,BUY,1,14.18,2026-06-09,207778221.0
IDEA,BUY,1,14.18,2026-06-09,207778222.0
IDEA,BUY,1,14.18,2026-06-09,207778223.0
IDEA,BUY,1,14.18,2026-06-09,207778224.0
IDEA,BUY,1,14.18,2026-06-09,207778225.0
IDEA,BUY,1,14.18,2026-06-09,207778226.0
IDEA,BUY,1,14.18,2026-06-09,207778227.0
IDEA,BUY,1,14.18,2026-06-09,207778228.0
IDEA,BUY,1,14.18,2026-06-09,207778229.0
IDEA,BUY,1,14.18,2026-06-09,207778230.0
IDEA,BUY,1,14.18,2026-06-09,207778231.0
IDEA,BUY,1,14.18,2026-06-09,207778232.0
IDEA,BUY,1,14.18,2026-06-09,207778233.0
IDEA,BUY,1,14.18,2026-06-09,207778234.0
IDEA,BUY,1,14.18,2026-06-09,207778235.0
IDEA,BUY,1,14.18,2026-06-09,207778236.0
IDEA,BUY,1,14.18,2026-06-09,207778237.0
IDEA,BUY,1,14.18,2026-06-09,207778238.0
IDEA,BUY,1,14.18,2026-06-09,207778239.0
IDEA,BUY,1,14.18,2026-06-09,207778240.0
IDEA,BUY,1,14.18,2026-06-09,207778241.0
IDEA,BUY,1,14.18,2026-06-09,207778242.0
IDEA,BUY,1,14.18,2026-06-09,207778243.0
IDEA,BUY,1,14.18,2026-06-09,207778244.0
IDEA,BUY,1,14.18,2026-06-09,207778245.0
IDEA,BUY,1,14.18,2026-06-09,207778246.0
IDEA,BUY,1,14.18,2026-06-09,207778247.0
IDEA,BUY,1,14.18,2026-06-09,207778248.0
IDEA,BUY,1,14.18,2026-06-09,207778249.0
IDEA,BUY,1,14.18,2026-06-09,207778250.0
IDEA,BUY,1,14.18,2026-06-09,207778251.0
IDEA,BUY,1,14.18,2026-06-09,207778252.0
IDEA,BUY,1,14.18,2026-06-09,207778253.0
IDEA,BUY,1,14.18,2026-06-09,207778254.0
IDEA,BUY,1,14.18,2026-06-09,207778255.0
IDEA,BUY,1,14.18,2026-06-09,207778256.0
IDEA,BUY,1,14.18,2026-06-09,207778257.0
IDEA,BUY,1,14.18,2026-06-09,207778258.0
IDEA,BUY,1,14.18,2026-06-09,207778259.0
IDEA,BUY,1,14.18,2026-06-09,207778260.0
IDEA,BUY,1,14.18,2026-06-09,207778261.0
IDEA,BUY,1,14.18,2026-06-09,207778262.0
IDEA,BUY,1,14.18,2026-06-09,207778263.0
IDEA,BUY,1,14.18,2026-06-09,207778264.0
IDEA,BUY,1,14.18,2026-06-09,207778265.0
IDEA,BUY,1,14.18,2026-06-09,207778266.0
IDEA,BUY,1,14.18,2026-06-09,207778267.0
IDEA,BUY,1,14.18,2026-06-09,207778268.0
IDEA,BUY,1,14.18,2026-06-09,207778269.0
IDEA,BUY,1,14.18,2026-06-09,207778270.0
IDEA,BUY,1,14.18,2026-06-09,207778271.0
IDEA,BUY,1,14.18,2026-06-09,207778272.0
IDEA,BUY,1,14.18,2026-06-09,207778273.0
IDEA,BUY,1,14.18,2026-06-09,207778274.0
IDEA,BUY,1,14.18,2026-06-09,207778275.0
IDEA,BUY,1,14.18,2026-06-09,207778276.0
IDEA,BUY,1,14.18,2026-06-09,207778277.0
IDEA,BUY,1,14.18,2026-06-09,207778278.0
IDEA,BUY,1,14.18,2026-06-09,207778279.0
IDEA,BUY,1,14.18,2026-06-09,207778280.0
IDEA,BUY,1,14.18,2026-06-09,207778281.0
IDEA,BUY,1,14.18,2026-06-09,207778282.0
IDEA,BUY,1,14.18,2026-06-09,207778283.0
IDEA,BUY,1,14.18,2026-06-09,207778284.0
IDEA,BUY,1,14.18,2026-06-09,207778285.0
IDEA,BUY,1,14.18,2026-06-09,207778286.0
IDEA,BUY,1,14.18,2026-06-09,207778287.0
IDEA,BUY,1,14.18,2026-06-09,207778288.0
IDEA,BUY,1,14.18,2026-06-09,207778289.0
IDEA,BUY,1,14.18,2026-06-09,207778290.0
IDEA,BUY,119,14.18,2026-06-09,207778291.0
IDEA,BUY,1,14.18,2026-06-09,207778292.0
IDEA,BUY,1,14.18,2026-06-09,207778293.0
IDEA,BUY,1,14.18,2026-06-09,207778294.0
IDEA,BUY,1,14.18,2026-06-09,207778295.0
IDEA,BUY,1,14.18,2026-06-09,207778296.0
IDEA,BUY,1,14.18,2026-06-09,207778297.0
IDEA,BUY,1,14.18,2026-06-09,207778298.0
IDEA,BUY,1,14.18,2026-06-09,207778299.0
IDEA,BUY,1,14.18,2026-06-09,207778300.0
IDEA,BUY,1,14.18,2026-06-09,207778301.0
IDEA,BUY,1,14.18,2026-06-09,207778302.0
IDEA,BUY,1,14.18,2026-06-09,207778303.0
IDEA,BUY,1,14.18,2026-06-09,207778304.0
IDEA,BUY,1,14.18,2026-06-09,207778305.0
IDEA,BUY,1,14.18,2026-06-09,207778306.0
IDEA,BUY,1,14.18,2026-06-09,207778307.0
IDEA,BUY,1,14.18,2026-06-09,207778308.0
IDEA,BUY,1,14.18,2026-06-09,207778309.0
IDEA,BUY,1,14.18,2026-06-09,207778310.0
IDEA,BUY,1,14.18,2026-06-09,207778311.0
IDEA,BUY,1,14.18,2026-06-09,207778312.0
IDEA,BUY,1,14.18,2026-06-09,207778313.0
IDEA,BUY,1,14.18,2026-06-09,207778314.0
IDEA,BUY,1,14.18,2026-06-09,207778315.0
IDEA,BUY,1,14.18,2026-06-09,207778316.0
IDEA,BUY,1,14.18,2026-06-09,207778317.0
IDEA,BUY,1,14.18,2026-06-09,207778318.0
IDEA,BUY,1,14.18,2026-06-09,207778319.0
IDEA,BUY,1,14.18,2026-06-09,207778320.0
IDEA,BUY,1,14.18,2026-06-09,207778321.0
IDEA,BUY,1,14.18,2026-06-09,207778322.0
IDEA,BUY,1,14.18,2026-06-09,207778323.0
IDEA,BUY,1,14.18,2026-06-09,207778324.0
IDEA,BUY,1,14.18,2026-06-09,207778325.0
IDEA,BUY,1,14.18,2026-06-09,207778326.0
IDEA,BUY,1,14.18,2026-06-09,207778327.0
IDEA,BUY,1,14.18,2026-06-09,207778328.0
IDEA,BUY,1,14.18,2026-06-09,207778329.0
IDEA,BUY,1,14.18,2026-06-09,207778330.0
IDEA,BUY,1,14.18,2026-06-09,207778331.0
IDEA,BUY,1,14.18,2026-06-09,207778332.0
IDEA,BUY,1,14.18,2026-06-09,207778333.0
IDEA,BUY,1,14.18,2026-06-09,207778334.0
IDEA,BUY,1,14.18,2026-06-09,207778335.0
IDEA,BUY,1,14.18,2026-06-09,207778336.0
IDEA,BUY,1,14.18,2026-06-09,207778337.0
IDEA,BUY,1,14.18,2026-06-09,207778338.0
IDEA,BUY,1,14.18,2026-06-09,207778339.0
IDEA,BUY,1,14.18,2026-06-09,207778340.0
IDEA,BUY,1,14.18,2026-06-09,207778341.0
IDEA,BUY,1,14.18,2026-06-09,207778342.0
IDEA,BUY,1,14.18,2026-06-09,207778343.0
IDEA,BUY,1,14.18,2026-06-09,207778344.0
IDEA,BUY,1,14.18,2026-06-09,207778345.0
IDEA,BUY,1,14.18,2026-06-09,207778346.0
IDEA,BUY,1,14.18,2026-06-09,207778347.0
IDEA,BUY,1,14.18,2026-06-09,207778348.0
IDEA,BUY,1,14.18,2026-06-09,207778349.0
IDEA,BUY,1,14.18,2026-06-09,207778350.0
IDEA,BUY,1,14.18,2026-06-09,207778351.0
IDEA,BUY,1,14.18,2026-06-09,207778352.0
IDEA,BUY,1,14.18,2026-06-09,207778353.0
IDEA,BUY,1,14.18,2026-06-09,207778354.0
IDEA,BUY,1,14.18,2026-06-09,207778355.0
IDEA,BUY,1,14.18,2026-06-09,207778356.0
IDEA,BUY,1,14.18,2026-06-09,207778357.0
IDEA,BUY,1,14.18,2026-06-09,207778358.0
IDEA,BUY,1,14.18,2026-06-09,207778359.0
IDEA,BUY,1,14.18,2026-06-09,207778360.0
IDEA,BUY,1,14.18,2026-06-09,207778361.0
IDEA,BUY,1,14.18,2026-06-09,207778362.0
AVALON,SELL,3,1657.0,2026-06-09,625920.0
AVALON,SELL,1,1657.0,2026-06-09,625921.0
AVALON,SELL,2,1657.0,2026-06-09,625922.0
AVALON,SELL,3,1657.0,2026-06-09,625923.0
AVALON,SELL,1,1657.0,2026-06-09,625924.0
AVALON,SELL,3,1657.0,2026-06-09,625925.0
AVALON,SELL,1,1657.0,2026-06-09,625926.0
AVALON,SELL,3,1657.0,2026-06-09,625927.0
AVALON,SELL,1,1657.0,2026-06-09,625928.0
AVALON,SELL,3,1657.0,2026-06-09,625929.0
AVALON,SELL,1,1657.0,2026-06-09,625930.0
AVALON,SELL,3,1657.0,2026-06-09,625931.0
AVALON,SELL,1,1657.0,2026-06-09,625932.0
AVALON,SELL,3,1657.0,2026-06-09,625933.0
AVALON,SELL,1,1657.0,2026-06-09,625934.0
AVALON,SELL,3,1657.0,2026-06-09,625935.0
AVALON,SELL,1,1657.0,2026-06-09,625936.0
AVALON,SELL,3,1657.0,2026-06-09,625937.0
AVALON,SELL,14,1657.0,2026-06-09,625938.0
IDEA,BUY,3000,14.78,2026-06-08,207482783.0
LUMAXIND,BUY,3,5258.0,2026-06-08,404059674.0
MTARTECH,BUY,1,7125.0,2026-06-08,401750143.0
KERNEX,SELL,1,1895.4,2026-06-08,401252048.0
KERNEX,SELL,12,1893.0,2026-06-08,401102764.0
KERNEX,SELL,18,1893.0,2026-06-08,401100492.0
AVALON,BUY,50,1625.0,2026-06-05,4588433.0
LUMAXIND,SELL,1,5477.5,2026-06-05,404419051.0
LUMAXIND,SELL,1,5475.5,2026-06-05,404419052.0
KERNEX,BUY,10,1857.0,2026-06-05,402600003.0
KERNEX,BUY,20,1857.0,2026-06-05,402600004.0
WALCHANNAG,BUY,100,241.2,2026-06-04,608507469.0
IDEA,BUY,2000,14.95,2026-06-04,209759214.0
KERNEX,SELL,10,1910.0,2026-06-04,406945938.0
YESBANK,BUY,200,22.7,2026-06-04,604347054.0
ROSSTECH,BUY,20,1054.0,2026-06-04,604077837.0
KERNEX,BUY,10,1870.0,2026-06-04,400776765.0
WALCHANNAG,SELL,80,247.0,2026-06-04,600831078.0
AVALON,SELL,1,1550.1,2026-06-04,349263.0
AVALON,SELL,13,1550.0,2026-06-04,349264.0
AVALON,SELL,2,1549.9,2026-06-04,349265.0
AVALON,SELL,1,1549.9,2026-06-04,349266.0
AVALON,SELL,61,1549.9,2026-06-04,349267.0
AVALON,SELL,7,1549.9,2026-06-04,349268.0
AVALON,SELL,2,1549.9,2026-06-04,349269.0
AVALON,SELL,1,1549.9,2026-06-04,349270.0
AVALON,SELL,2,1549.9,2026-06-04,349271.0
BSE,BUY,2,3882.7,2026-06-03,5092859.0
IDEA,SELL,5000,14.35,2026-06-03,206238868.0
CUB,BUY,5,246.2,2026-06-03,2551008.0
APOLLO,BUY,50,417.65,2026-06-03,2172810.0
ROSSTECH,BUY,1,1082.0,2026-06-02,610515887.0
APOLLO,SELL,50,426.0,2026-06-02,6870436.0
WALCHANNAG,BUY,60,240.0,2026-06-01,607885777.0
WALCHANNAG,SELL,40,240.7,2026-06-01,607255721.0
WALCHANNAG,BUY,40,240.0,2026-06-01,607222586.0
APOLLO,BUY,50,414.65,2026-06-01,5123214.0
LT,SELL,1,4064.2,2026-06-01,404512698.0
LT,SELL,1,4064.2,2026-06-01,404512415.0
BHEL,BUY,2,410.15,2026-06-01,3745000.0
BHARATFORG,SELL,1,1942.5,2026-06-01,3731257.0
APEX,SELL,50,431.4,2026-06-01,3697275.0
AVALON,BUY,8,1490.0,2026-06-01,2481697.0
AVALON,BUY,12,1490.1,2026-06-01,2481698.0
AVALON,BUY,20,1498.0,2026-06-01,2444893.0
BHARATFORG,BUY,1,1930.0,2026-06-01,1902904.0
BHARATFORG,SELL,1,1927.0,2026-06-01,1812311.0
APOLLO,SELL,50,428.7,2026-06-01,899884.0
WALCHANNAG,BUY,20,254.0,2026-05-29,609837940.0
JPPOWER,BUY,67,22.05,2026-05-29,209948387.0
JPPOWER,BUY,33,22.05,2026-05-29,209948388.0
NETWEB,SELL,5,4570.0,2026-05-29,406203000.0
IDEA,BUY,5000,14.2,2026-05-29,206731725.0
BSE,BUY,5,4177.3,2026-05-29,1779225.0
APOLLO,BUY,50,415.2,2026-05-29,583295.0
AVALON,BUY,40,1497.4,2026-05-27,7974191.0
AVALON,BUY,11,1497.4,2026-05-27,7897232.0
JPPOWER,BUY,100,22.92,2026-05-27,208524137.0
KERNEX,SELL,4,1488.5,2026-05-27,401114139.0
KERNEX,SELL,33,1488.5,2026-05-27,401114140.0
KERNEX,SELL,35,1488.5,2026-05-27,401114141.0
KERNEX,SELL,7,1488.5,2026-05-27,401114142.0
KERNEX,SELL,21,1488.5,2026-05-27,401097052.0
AVALON,SELL,25,1520.0,2026-05-27,734945.0
AVALON,SELL,25,1519.6,2026-05-27,734946.0
IDEA,SELL,6000,14.14,2026-05-26,209763090.0
WALCHANNAG,SELL,50,265.84,2026-05-26,608332720.0
IDEA,BUY,1500,14.0,2026-05-26,203731848.0
IDEA,BUY,1500,14.03,2026-05-26,201623726.0
APOLLO,SELL,50,410.9,2026-05-26,958875.0
APOLLO,BUY,50,408.8,2026-05-26,301937.0
AVALON,BUY,7,1524.5,2026-05-26,213198.0
AVALON,BUY,4,1524.5,2026-05-26,213199.0
AVALON,BUY,12,1524.5,2026-05-26,213200.0
AVALON,BUY,21,1524.8,2026-05-26,213201.0
AVALON,BUY,6,1524.9,2026-05-26,213202.0
YESBANK,SELL,2100,22.29,2026-05-25,608890330.0
AVALON,BUY,7,1513.8,2026-05-25,7054139.0
AVALON,BUY,18,1513.9,2026-05-25,7054140.0
AVALON,BUY,3,1513.9,2026-05-25,7054141.0
AVALON,BUY,1,1513.9,2026-05-25,7054142.0
AVALON,BUY,8,1513.9,2026-05-25,7054143.0
AVALON,BUY,3,1513.9,2026-05-25,7054144.0
IDEA,BUY,3000,13.81,2026-05-25,206165344.0
AVALON,SELL,40,1525.0,2026-05-25,3529788.0
APOLLO,SELL,50,398.0,2026-05-25,3244142.0
BSE,SELL,6,4265.0,2026-05-25,2183959.0
AVALON,SELL,40,1510.0,2026-05-25,1816056.0
MTARTECH,BUY,1,8020.0,2026-05-22,407415435.0
IDEA,SELL,7000,13.72,2026-05-22,205691234.0
AVALON,BUY,40,1478.8,2026-05-22,146486.0
IDEA,BUY,5000,13.58,2026-05-21,210398514.0
AVALON,SELL,50,1492.8,2026-05-21,5580208.0
KERNEX,BUY,10,1365.0,2026-05-21,403335828.0
BSE,BUY,5,4220.0,2026-05-21,3023568.0
APOLLO,BUY,50,360.0,2026-05-21,2969135.0
SMLMAH,SELL,2,3782.7,2026-05-21,603417349.0
HAL,SELL,1,4357.5,2026-05-21,203944109.0
IDEAFORGE,SELL,4,747.0,2026-05-21,203885877.0
AVALON,BUY,50,1469.8,2026-05-21,878613.0
IDEA,BUY,2000,13.65,2026-05-21,200849431.0
BSE,SELL,5,4227.0,2026-05-20,7623326.0
BSE,BUY,5,4155.0,2026-05-20,2806810.0
APOLLO,BUY,1,339.2,2026-05-19,6941240.0
AVALON,SELL,75,1360.0,2026-05-19,5457475.0
IDEA,SELL,5000,13.2,2026-05-19,203909951.0
APOLLO,SELL,20,338.0,2026-05-19,1526752.0
IDEA,BUY,5000,12.88,2026-05-19,201591435.0
APOLLO,SELL,11,337.1,2026-05-19,1017338.0
APOLLO,BUY,20,336.85,2026-05-19,1003243.0
IDEA,SELL,157,13.0,2026-05-18,212857517.0
IDEA,SELL,1000,13.0,2026-05-18,212857576.0
IDEA,SELL,500,13.0,2026-05-18,212857717.0
IDEA,SELL,8343,13.0,2026-05-18,212857732.0
BSE,SELL,3,4124.8,2026-05-18,8276949.0
BSE,SELL,2,4124.8,2026-05-18,8276510.0
BSE,SELL,4,4124.8,2026-05-18,8276527.0
APOLLO,SELL,40,316.0,2026-05-18,8132121.0
AVALON,BUY,23,1303.3,2026-05-18,5746434.0
AVALON,BUY,2,1303.3,2026-05-18,5745685.0
AVALON,BUY,49,1303.3,2026-05-18,5742918.0
AVALON,BUY,1,1303.3,2026-05-18,5741758.0
KERNEX,BUY,10,1352.0,2026-05-18,404948974.0
AVALON,SELL,61,1350.6,2026-05-18,3922437.0
IDEA,BUY,1284,12.48,2026-05-18,204953179.0
IDEA,BUY,716,12.48,2026-05-18,204953201.0
APOLLO,BUY,10,285.0,2026-05-18,2461261.0
APEX,BUY,50,419.0,2026-05-18,2164957.0
YESBANK,BUY,500,21.62,2026-05-18,601149209.0
IDEA,BUY,100,12.75,2026-05-15,208427806.0
IDEA,BUY,8000,12.8,2026-05-15,207319054.0
IDEA,SELL,5000,13.05,2026-05-15,203692410.0
IDEA,BUY,5000,12.87,2026-05-15,200603154.0
IDEA,SELL,5000,13.05,2026-05-14,210663883.0
APOLLO,BUY,10,297.5,2026-05-14,1829989.0
SCI,SELL,40,328.05,2026-05-14,602155611.0
SCI,SELL,10,328.55,2026-05-14,602116809.0
IDEA,BUY,5000,12.85,2026-05-14,201582199.0
YESBANK,BUY,1600,22.08,2026-05-13,611407960.0
YESBANK,SELL,1300,22.55,2026-05-13,605484847.0
IDEA,BUY,1,12.65,2026-05-13,205731627.0
IDEA,SELL,10001,12.65,2026-05-13,205501096.0
YESBANK,BUY,500,22.03,2026-05-13,601552944.0
AVALON,BUY,30,1295.0,2026-05-12,8738664.0
KERNEX,BUY,20,1425.0,2026-05-12,406888767.0
KERNEX,BUY,10,1425.0,2026-05-12,406888769.0
YESBANK,BUY,800,22.3,2026-05-12,605643046.0
IDEA,BUY,2000,11.65,2026-05-12,204493750.0
GRSE,BUY,2,2875.0,2026-05-12,203858954.0
GRSE,BUY,1,2875.0,2026-05-12,203858980.0
AVALON,BUY,10,1301.8,2026-05-12,1104481.0
APOLLO,BUY,30,300.65,2026-05-12,901892.0
STLTECH,SELL,5,400.95,2026-05-12,600858721.0
AVALON,BUY,20,1342.8,2026-05-11,7772877.0
YESBANK,SELL,500,23.05,2026-05-11,608669325.0
IDEA,BUY,604,12.37,2026-05-11,209073586.0
IDEA,BUY,1500,12.37,2026-05-11,209073587.0
IDEA,BUY,1000,12.37,2026-05-11,209073588.0
IDEA,BUY,4896,12.37,2026-05-11,209073589.0
KERNEX,BUY,50,1552.0,2026-05-11,406536919.0
GRSE,BUY,8,2964.0,2026-05-11,201840208.0
BSE,BUY,3,3855.9,2026-05-11,1367597.0
BSE,BUY,2,3855.9,2026-05-11,1367598.0
SBIN,BUY,10,984.8,2026-05-11,600638813.0
METROPOLIS,SELL,12,569.45,2026-05-08,405476088.0
YESBANK,BUY,500,22.28,2026-05-08,604591501.0
STLTECH,BUY,5,375.95,2026-05-08,603775880.0
APOLLO,SELL,10,318.0,2026-05-08,3116569.0
IDEA,SELL,3000,11.42,2026-05-08,203510432.0
DATAPATTNS,BUY,1,4140.3,2026-05-08,202806952.0
APOLLO,BUY,1,317.85,2026-05-08,1353971.0
APOLLO,BUY,9,317.9,2026-05-08,1353972.0
APOLLO,SELL,80,315.6,2026-05-07,4070085.0
AUBANK,SELL,9,1022.9,2026-05-07,2749496.0
AUBANK,SELL,11,1022.9,2026-05-07,2749497.0
BAJFINANCE,SELL,7,978.1,2026-05-07,2276947.0
IDEA,BUY,943,11.18,2026-05-07,201828199.0
IDEA,BUY,2057,11.18,2026-05-07,201828200.0
AVALON,SELL,40,1236.0,2026-05-07,425336.0
IDEAFORGE,BUY,2,801.95,2026-05-06,211284087.0
IDEA,SELL,11500,11.38,2026-05-06,207625839.0
EMBASSY-RR,SELL,1,421.61,2026-05-06,207486553.0
BIRET-RR,SELL,1,320.01,2026-05-06,5453272.0
MTARTECH,SELL,3,6239.0,2026-05-06,406080064.0
GRSE,BUY,1,3054.7,2026-05-06,207252130.0
APEX,SELL,10,457.25,2026-05-06,5324287.0
RBLBANK,SELL,30,335.6,2026-05-06,606679677.0
ANGELONE,SELL,40,314.4,2026-05-06,5250853.0
WALCHANNAG,BUY,50,251.0,2026-05-06,606040845.0
KERNEX,SELL,100,1387.0,2026-05-06,404463944.0
GRSE,SELL,10,3057.0,2026-05-06,204306320.0
YESBANK,SELL,2900,21.42,2026-05-06,603192833.0
AVALON,BUY,20,1152.0,2026-05-06,1358412.0
AVALON,BUY,20,1158.0,2026-05-06,771725.0
KERNEX,BUY,100,1350.0,2026-05-05,405739310.0
